ra,dec,id,name,mag,bv
310.864583,15.074444,7928, 11Del Del,4.43,0.32
311.52375,-25.270833,7936, 16Psi Cap,4.14,0.43
311.21875,25.270556,7939, 30    Vul,4.91,1.18
311.415417,30.719722,7942, 52    Cyg,4.22,1.05
311.664583,16.124167,7948, 12Gam2Del,4.27,1.04
311.552917,33.970278,7949, 53Eps Cyg,2.46,1.03
311.919167,-9.495833,7950,  2Eps Aqr,3.77,0.0
311.934167,-5.027778,7951,  3    Aqr,4.42,1.65
312.370833,-46.226944,7952,   Zet Ind,4.89,1.52
311.337917,57.579722,7955,HR7955,4.51,0.54
311.795,34.374167,7956,HR7956,4.92,1.32
311.3225,61.838889,7957,  3Eta Cep,3.43,0.92
311.852083,36.490833,7963, 54Lam Cyg,4.53,-0.11
312.492083,-33.779722,7965,   Alp Mic,4.9,1.0
312.234583,46.114167,7977, 55    Cyg,4.84,0.41
312.955417,-26.919167,7980, 18Ome Cap,4.11,1.64
313.7025,-58.454167,7986,   Bet Ind,3.65,1.25
313.163333,-8.983333,7990,  6Mu  Aqr,4.73,0.32
313.032083,27.096944,7995, 31    Vul,4.59,0.83
313.311667,44.387222,8001, 57    Cyg,4.78,-0.14
314.293333,41.167222,8028, 58Nu  Cyg,3.94,0.02
315.322917,-32.257778,8039,   Gam Mic,4.67,0.89
314.956667,47.521111,8047, 59    Cyg,4.74,-0.05
316.10125,-19.855,8060, 22Eta Cap,4.84,0.17
316.486667,-17.232778,8075, 23The Cap,4.07,-0.01
316.232917,43.927778,8079, 62Xi  Cyg,3.72,1.65
316.782083,-25.005833,8080, 24    Cap,4.5,1.61
316.650417,47.648333,8089, 63    Cyg,4.55,1.57
317.39875,-11.371667,8093, 13Nu  Aqr,4.51,0.94
317.585417,10.131667,8097,  5Gam Equ,4.69,0.26
318.234167,30.226944,8115, 64Zet Cyg,3.2,0.99
318.620417,10.006944,8123,  7Del Equ,4.49,0.5
318.697917,38.045556,8130, 65Tau Cyg,3.72,0.39
318.955833,5.247778,8131,  8Alp Equ,3.92,0.53
319.484583,-32.1725,8135,   Eps Mic,4.71,0.06
319.966667,-53.449722,8140,   The Ind,4.39,0.19
319.354167,39.394722,8143, 67Sig Cyg,4.23,0.12
319.479583,34.896944,8146, 66Ups Cyg,4.43,-0.11
320.19,-40.809722,8151,   The1Mic,4.82,0.02
319.613333,43.945833,8154, 68    Cyg,5.0,-0.01
319.645,62.585556,8162,  5Alp Cep,2.44,0.22
320.561667,-16.834444,8167, 32Iot Cap,4.28,0.9
320.521667,19.804444,8173,  1    Peg,4.08,1.11
321.610833,-65.366111,8181,   Gam Pav,4.22,0.49
321.666667,-22.411389,8204, 34Zet Cap,3.74,1.0
322.180833,-21.807222,8213, 36    Cap,4.51,0.91
322.487083,23.638889,8225,  2    Peg,4.57,1.62
322.889583,-5.571111,8232, 22Bet Aqr,2.91,0.83
322.165,70.560833,8238,  8Bet Cep,3.23,-0.22
323.495417,45.591944,8252, 73Rho Cyg,4.02,0.89
325.36875,-77.39,8254,   Nu  Oct,3.76,1.0
323.694167,38.534167,8255, 72    Cyg,4.9,1.08
324.27,-19.466111,8260, 39Eps Cap,4.68,-0.17
324.437917,-7.854167,8264, 23Xi  Aqr,4.69,0.17
325.022917,-16.662222,8278, 40Gam Cap,3.68,0.32
324.48,62.081944,8279,  9    Cep,4.73,0.3
325.664583,-18.866389,8288, 43Kap Cap,4.73,0.88
325.52375,51.189722,8301, 80Pi 1Cyg,4.67,-0.12
326.236667,-33.025833,8305,  9Iot PsA,4.34,-0.05
326.046667,9.875,8308,  8Eps Peg,2.39,1.53
326.035833,28.742778,8309, 78Mu 1Cyg,4.73,0.48
326.127917,17.35,8313,  9    Peg,4.34,1.17
326.16125,25.645,8315, 10Kap Peg,4.13,0.43
325.876667,58.78,8316,   Mu  Cep,4.08,2.35
325.480417,71.311389,8317, 11    Cep,4.56,1.1
326.76,-16.127222,8322, 49Del Cap,2.87,0.29
326.362083,61.120833,8334, 10Nu  Cep,4.29,0.52
326.698333,49.309444,8335, 81Pi 2Cyg,4.23,-0.12
328.482083,-37.365,8353,   Gam Gru,3.01,-0.12
329.479583,-54.9925,8368,   Del Ind,4.4,0.28
329.162917,63.625556,8383,HR8383,4.91,1.77
330.84,-56.786111,8387,   Eps Ind,4.69,1.06
330.82875,-2.155278,8402, 31Omi Aqr,4.69,-0.06
331.52875,-39.543333,8411,   Lam Gru,4.46,1.37
331.42,5.058611,8413, 22Nu  Peg,4.84,1.44
331.445833,-0.319722,8414, 34Alp Aqr,2.96,0.98
330.9475,64.627778,8417, 17Xi  Cep,4.29,0.34
331.609167,-13.869722,8418, 33Iot Aqr,4.27,-0.07
332.058333,-46.961111,8425,   Alp Gru,1.74,-0.13
331.752917,25.345,8430, 24Iot Peg,3.76,0.44
332.095833,-32.988611,8431, 14Mu  PsA,4.5,0.05
332.108333,-34.043889,8433,   Ups PsA,4.99,1.48
332.536667,-32.548333,8447, 15Tau PsA,4.92,0.48
332.55,6.197778,8450, 26The Peg,3.53,0.08
332.496667,33.178333,8454, 29Pi 2Peg,4.29,0.46
332.71375,58.201111,8465, 21Zet Cep,3.35,1.57
332.451667,72.341111,8468, 24    Cep,4.79,0.92
333.469583,39.715,8485,HR8485,4.49,1.39
333.90375,-41.346667,8486,   Mu 1Gru,4.79,0.8
333.758333,57.043611,8494, 23Eps Cep,4.19,0.28
333.9925,37.748889,8498,  1    Lac,4.13,1.46
334.208333,-7.783333,8499, 43The Aqr,4.16,0.98
334.625417,-60.259722,8502,   Alp Tuc,2.86,1.39
335.414167,-1.387222,8518, 48Gam Aqr,3.84,-0.05
335.330417,28.330556,8522, 32    Peg,4.81,0.0
335.256667,46.536667,8523,  2    Lac,4.57,-0.1
335.89,52.229167,8538,  3Bet Lac,4.43,1.02
336.319167,1.3775,8539, 52Pi  Aqr,4.66,-0.03
336.833333,-64.966389,8540,   Del Tuc,4.48,-0.03
336.129167,49.476389,8541,  4    Lac,4.57,0.09
336.964583,4.695556,8551, 35    Peg,4.79,1.05
337.3175,-43.495556,8556,   Del1Gru,3.97,1.03
337.207083,-0.020278,8558, 55Zet1Aqr,4.59,
337.20875,-0.02,8559, 55Zet2Aqr,4.42,0.38
337.439583,-43.749444,8560,   Del2Gru,4.11,1.57
337.292917,58.415278,8571, 27Del Cep,3.75,0.6
337.3825,47.706944,8572,  5    Lac,4.36,1.68
337.661667,-10.678056,8573, 57Sig Aqr,4.82,-0.06
337.87625,-32.346111,8576, 17Bet PsA,4.29,0.01
337.622083,43.123333,8579,  6    Lac,4.51,-0.09
338.250417,-61.982222,8582,   Nu  Tuc,4.81,1.61
337.822917,50.2825,8585,  7Alp Lac,3.77,0.01
338.839167,-0.1175,8597, 62Eta Aqr,4.02,-0.09
339.343333,51.545278,8613,  9    Lac,4.63,0.24
339.815417,39.050278,8622, 10    Lac,4.88,-0.2
340.164167,-27.043611,8628, 18Eps PsA,4.17,-0.11
341.51375,-81.381667,8630,   Bet Oct,4.15,0.2
340.12875,44.276389,8632, 11    Lac,4.46,1.33
340.365417,10.831389,8634, 42Zet Peg,3.4,-0.09
340.667083,-46.884722,8636,   Bet Gru,2.1,1.6
340.439167,29.3075,8641, 43Omi Peg,4.79,-0.01
340.875,-41.414444,8644,   Rho Gru,4.85,1.03
340.897083,-18.830278,8649, 66    Aqr,4.69,1.37
340.750417,30.221389,8650, 44Eta Peg,2.94,0.86
341.407917,-53.500278,8655,   Eta Gru,4.85,1.18
341.673333,12.172778,8665, 46Xi  Peg,4.19,0.5
341.632917,23.565556,8667, 47Lam Peg,3.95,1.07
342.13875,-51.316944,8675,   Eps Gru,3.49,0.08
342.397917,-13.5925,8679, 71Tau2Aqr,4.01,1.57
342.500833,24.601667,8684, 48Mu  Peg,3.48,0.93
342.42,66.200556,8694, 32Iot Cep,3.52,1.05
343.131667,-32.875556,8695, 22Gam PsA,4.46,-0.04
343.15375,-7.579722,8698, 73Lam Aqr,3.74,1.64
343.008333,43.3125,8699, 15    Lac,4.94,1.56
341.870833,83.153889,8702,HR8702,4.74,1.26
343.6625,-15.820833,8709, 76Del Aqr,3.27,0.05
343.807083,8.815833,8717, 50Rho Peg,4.9,0.0
343.987083,-32.539722,8720, 23Del PsA,4.21,0.97
344.108333,49.733611,8726,HR8726,4.95,1.78
344.412917,-29.622222,8728, 24Alp PsA,1.16,0.09
345.22,-52.754167,8747,   Zet Gru,4.12,0.98
343.603333,84.346111,8748,HR8748,4.71,1.43
345.02125,56.945278,8752,HR8752,5.0,1.42
345.480417,42.326111,8762,  1Omi And,3.62,-0.09
345.969167,3.82,8773,  4Bet Psc,4.53,-0.12
345.94375,28.082778,8775, 53Bet Peg,2.42,1.67
346.045833,50.052222,8780,  3    And,4.65,1.06
346.190417,15.205278,8781, 54Alp Peg,2.49,-0.04
346.72,-43.520556,8787,   The Gru,4.28,0.42
346.670417,-23.743056,8789, 86    Aqr,4.47,0.9
346.75125,9.409444,8795, 55    Peg,4.52,1.57
346.778333,25.468333,8796, 56    Peg,4.76,1.34
346.65375,59.419722,8797,  1    Cas,4.85,-0.03
347.361667,-21.1725,8812, 88    Aqr,3.66,1.22
347.478333,-22.4575,8817, 89    Aqr,4.69,0.65
346.974583,75.3875,8819, 33Pi  Cep,4.41,0.8
347.59,-45.246667,8820,   Iot Gru,3.9,1.02
348.1375,49.406389,8830,  7    And,4.52,0.29
348.580833,-6.048889,8834, 90Phi Aqr,4.22,1.56
348.972917,-9.087778,8841, 91Psi1Aqr,4.21,1.11
349.3575,-58.235833,8848,   Gam Tuc,3.99,0.4
349.29125,3.282222,8852,  6Gam Psc,3.69,0.92
349.475833,-9.1825,8858, 93Psi2Aqr,4.39,-0.15
349.43625,49.015278,8860,  8    And,4.85,1.67
349.705833,-32.531944,8863,   Gam Scl,4.41,1.13
349.740417,-9.610833,8865, 95Psi3Aqr,4.98,-0.02
349.65625,68.111667,8872, 34Omi Cep,4.75,0.84
350.159167,23.740278,8880, 62Tau Peg,4.6,0.17
350.7425,-20.100556,8892, 98    Aqr,3.97,1.1
351.209583,62.282778,8904,  4    Cas,4.98,1.68
351.345,23.404167,8905, 68Ups Peg,4.4,0.61
351.511667,-20.641944,8906, 99    Aqr,4.39,1.47
351.733333,1.255556,8911,  8Kap Psc,4.94,0.03
351.992083,6.378889,8916, 10The Psc,4.28,1.07
352.28875,12.760556,8923, 70    Peg,4.55,0.94
352.508333,58.548889,8926,HR8926,4.91,-0.12
353.242917,-37.818333,8937,   Bet Scl,4.37,-0.09
353.319167,-20.914444,8939,101    Aqr,4.71,0.02
353.488333,31.325278,8943, 72    Peg,4.98,1.38
353.769167,-42.615,8949,   Iot Phe,4.71,0.08
354.4625,-45.4925,8959,HR8959,4.74,0.08
354.39125,46.458056,8961, 16Lam And,3.82,1.01
354.534167,43.268056,8965, 17Iot And,4.29,-0.1
354.94625,-14.221667,8968,102Ome1Aqr,5.0,0.24
354.9875,5.626389,8969, 17Iot Psc,4.13,0.51
354.836667,77.6325,8974, 35Gam Cep,3.21,1.03
355.102083,44.333889,8976, 19Kap And,4.14,-0.08
355.440833,-17.816389,8982,104    Aqr,4.82,0.82
355.511667,1.78,8984, 18Lam Psc,4.5,0.2
355.680417,-14.545,8988,105Ome2Aqr,4.49,-0.04
355.997917,29.361667,8997, 78    Peg,4.93,0.95
356.50875,46.420278,9003, 20Psi And,4.95,1.11
356.764583,58.651944,9008,  5Tau Cas,4.87,1.11
357.231667,-28.130278,9016,   Del Scl,4.57,0.01
358.595833,57.499444,9045,  7Rho Cas,4.54,1.22
359.396667,-64.298333,9062,   Eta Tuc,5.0,0.06
359.439583,25.141389,9064, 84Psi Peg,4.66,1.59
359.603333,51.388611,9066,HR9066,4.8,1.83
359.668333,-3.556111,9067, 27    Psc,4.86,0.93
359.752083,55.755,9071,  8Sig Cas,4.88,-0.07
359.827917,6.863333,9072, 28Ome Psc,4.01,0.42
359.979167,-65.577222,9076,   Eps Tuc,4.5,-0.08
0.39875,-77.065833,9084,   The Oct,4.78,1.27
0.49,-6.014167,9089, 30    Psc,4.41,1.63
0.935,-17.336111,9098,  2    Cet,4.55,-0.05
1.125417,-10.509444,9103,  3    Cet,4.94,1.63
